hcpcs_code,hcpcs_desc,hcpcs_effectivedt,hcpcs_terminationdt
G8381,"FOR PATIENTS WITH ER OR PR POSITIVE, STAGE IC-III BREAST CANCER, CLINICIANDOCUMENTED OR PRESCRIBED THAT THE PATIENT IS RECEIVING TAMOXIFEN OR AR      ",2007-07-01 04:00:00,
G8382,MULTIPLE MYELOMA PATIENTS WITH NO DOCUMENTATION OF PRESCRIBED OR RECEIVEDINTRAVENOUS BISPHOSPHONATE THERAPY                                           ,2007-07-01 04:00:00,
G8383,NO DOCUMENTATION OF RADIATION THERAPY RECOMMENDED WITHIN 12 MONTHS OF FIRSTOFFICE VISIT                                                               ,2007-07-01 04:00:00,
G8384,BASELINE CYTOGENETIC TESTING NOT PERFORMED IN PATIENTS WITH MYELODYSPLASTICSYNDROME (MDS) OR ACUTE LEUKEMIAS                                          ,2007-07-01 04:00:00,
G8385,DIABETIC PATIENTS WITH NO DOCUMENTATION OF HEMOGLOBIN A1C LEVEL (WITHIN THELAST 12 MONTHS)                                                            ,2007-07-01 04:00:00,
G8386,DIABETIC PATIENTS WITH NO DOCUMENTATION OF LOW-DENSITY LIPOPROTEIN (WITHIN THELAST 12 MONTHS)                                                         ,2007-07-01 04:00:00,
G8387,END-STAGE RENAL DISEASE PATIENT WITH A HEMATOCRIT OR HEMOGLOBIN NOT DOCUMENTED                                                                        ,2007-07-01 04:00:00,
G8388,"END-STAGE RENAL DISEASE PATIENT WITH URR OR KT/V VALUE NOT DOCUMENTED, BUTOTHERWISE ELIGIBLE FOR MEASURE                                              ",2007-07-01 04:00:00,
G8389,MYELODYSPLASTIC SYNDROME (MDS) PATIENTS WITH NO DOCUMENTATION OF IRON STORESPRIOR TO RECEIVING ERYTHROPOIETIN THERAPY                                 ,2007-07-01 04:00:00,
G8390,DIABETIC PATIENTS WITH NO DOCUMENTATION OF BLOOD PRESSURE MEASUREMENT (WITHINTHE LAST 12 MONTHS)                                                      ,2007-07-01 04:00:00,
G8391,"PATIENTS WITH PERSISTENT ASTHMA, NO DOCUMENTATION OF PREFERRED LONG TERMCONTROL MEDICATION OR ACCEPTABLE ALTERNATIVE TREATMENT PRESCRIBED             ",2007-07-01 04:00:00,
G8395,LEFT VENTRICULAR EJECTION FRACTION (LVEF) >= 40% OR DOCUMENTATION AS NORMAL ORMILDLY DEPRESSED LEFT VENTRICULAR SYSTOLIC FUNCTION                     ,2008-01-01 05:00:00,
G8396,LEFT VENTRICULAR EJECTION FRACTION (LVEF) NOT PERFORMED OR DOCUMENTED                                                                                 ,2008-01-01 05:00:00,
G8397,"DILATED MACULAR OR FUNDUS EXAM PERFORMED, INCLUDING DOCUMENTATION OF THEPRESENCE OR ABSENCE OF MACULAR EDEMA AND LEVEL OF SEVERITY OF RETINOPA        ",2008-01-01 05:00:00,
G8398,DILATED MACULAR OR FUNDUS EXAM NOT PERFORMED                                                                                                          ,2008-01-01 05:00:00,
G8399,PATIENT WITH CENTRAL DUAL-ENERGY X-RAY ABSORPTIOMETRY (DXA) RESULTS DOCUMENTEDOR ORDERED OR PHARMACOLOGIC THERAPY (OTHER THAN MINERALS/VITAMINS) FOR  ,2008-01-01 05:00:00,
G8400,PATIENT WITH CENTRAL DUAL-ENERGY X-RAY ABSORPTIOMETRY (DXA) RESULTS NOTDOCUMENTED OR NOT ORDERED OR PHARMACOLOGIC THERAPY (OTHER THAN                 ,2008-01-01 05:00:00,
G8401,CLINICIAN DOCUMENTED THAT PATIENT WAS NOT AN ELIGIBLE CANDIDATE FOR SCREENINGOR THERAPY FOR OSTEOPOROSIS FOR WOMEN MEASURE                            ,2008-01-01 05:00:00,
G8402,"TOBACCO (SMOKE) USE CESSATION INTERVENTION, COUNSELING                                                                                                ",2008-01-01 05:00:00,
G8403,TOBACCO (SMOKE) USE CESSATION INTERVENTION NOT COUNSELED                                                                                              ,2008-01-01 05:00:00,
G8404,LOWER EXTREMITY NEUROLOGICAL EXAM PERFORMED AND DOCUMENTED                                                                                            ,2008-01-01 05:00:00,
G8405,LOWER EXTREMITY NEUROLOGICAL EXAM NOT PERFORMED                                                                                                       ,2008-01-01 05:00:00,
G8406,CLINICIAN DOCUMENTED THAT PATIENT WAS NOT AN ELIGIBLE CANDIDATE FOR LOWEREXTREMITY NEUROLOGICAL EXAM MEASURE                                          ,2008-01-01 05:00:00,
G8407,ABI MEASURED AND DOCUMENTED                                                                                                                           ,2008-01-01 05:00:00,
G8408,ABI MEASUREMENT WAS NOT OBTAINED                                                                                                                      ,2008-01-01 05:00:00,
G8409,CLINICIAN DOCUMENTED THAT PATIENT WAS NOT AN ELIGIBLE CANDIDATE FOR ABIMEASUREMENT MEASURE                                                            ,2008-01-01 05:00:00,
G8410,FOOTWEAR EVALUATION PERFORMED AND DOCUMENTED                                                                                                          ,2008-01-01 05:00:00,
G8415,FOOTWEAR EVALUATION WAS NOT PERFORMED                                                                                                                 ,2008-01-01 05:00:00,
G8416,CLINICIAN DOCUMENTED THAT PATIENT WAS NOT AN ELIGIBLE CANDIDATE FOR FOOTWEAREVALUATION MEASURE                                                        ,2008-01-01 05:00:00,
G8417,CALCULATED BMI ABOVE THE UPPER PARAMETER AND A FOLLOW-UP PLAN WAS DOCUMENTED INTHE MEDICAL RECORD                                                     ,2009-01-01 05:00:00,
G8418,CALCULATED BMI BELOW THE LOWER PARAMETER AND A FOLLOW-UP PLAN WAS DOCUMENTED INTHE MEDICAL RECORD                                                     ,2009-01-01 05:00:00,
G8419,"CALCULATED BMI OUTSIDE NORMAL PARAMETERS, NO FOLLOW-UP PLAN WAS DOCUMENTED INTHE MEDICAL RECORD                                                       ",2009-01-01 05:00:00,
G8420,CALCULATED BMI WITHIN NORMAL PARAMETERS AND DOCUMENTED                                                                                                ,2009-01-01 05:00:00,
G8421,BMI NOT CALCULATED                                                                                                                                    ,2008-01-01 05:00:00,
G8422,PATIENT NOT ELIGIBLE FOR BMI CALCULATION                                                                                                              ,2008-01-01 05:00:00,
G8423,DOCUMENTED THAT PATIENT WAS SCREENED AND EITHER INFLUENZA VACCINATION STATUS ISCURRENT OR PATIENT WAS COUNSELED                                       ,2008-01-01 05:00:00,
G8424,INFLUENZA VACCINE STATUS WAS NOT SCREENED                                                                                                             ,2008-01-01 05:00:00,
G8425,"INFLUENZA VACCINE STATUS SCREENED, PATIENT NOT CURRENT AND COUNSELING WAS NOTPROVIDED                                                                 ",2008-01-01 05:00:00,
G8428,"PROVIDER DOCUMENTATION OF CURRENT MEDICATIONS WITH DOSAGES (INCLUDESPRESCRIPTION, OVER-THE-COUNTER, HERBALS, VITAMIN/MINERAL/DIETARY [NUTR            ",2009-01-01 05:00:00,
G8429,"INCOMPLETE OR NO PROVIDER DOCUMENTATION THAT PATIENT'S CURRENT MEDICATIONS WITHDOSAGES (INCLUDES PRESCRIPTION, OVER-THE-COUNTER, HERBALS,             ",2009-01-01 05:00:00,
G8430,PROVIDER DOCUMENTATION THAT PATIENT IS NOT ELIGIBLE FOR MEDICATION ASSESSMENT                                                                         ,2009-01-01 05:00:00,
G8431,POSITIVE SCREEN FOR CLINICAL DEPRESSION USING A STANDARDIZED TOOL AND AFOLLOW-UP PLAN DOCUMENTED                                                      ,2009-01-01 05:00:00,
